sale_id,sale_date,year,month,quarter,season,customer_id,district,customer_type,equipment,quantity,unit_price,gross_amount,discount_pct,discount_amount,net_revenue,payment_mode,delivery_status
S00178,2023-09-06,2023,9,Q3,Kharif Peak,C0155,Vaishali,Farmer,Zero Till Seed Drill,1,142227,142227,0,0.0,142227.0,Cash,Delivered
S00179,2023-05-30,2023,5,Q2,Off-Season,C0196,Samastipur,Farmer,Rotavator,1,113486,113486,0,0.0,113486.0,Bank Transfer,Delivered
S00180,2023-09-10,2023,9,Q3,Kharif Peak,C0163,Chapra (Saran),Dealer,Threshing Machine,1,87492,87492,0,0.0,87492.0,Cash,Delivered
S00181,2024-02-10,2024,2,Q1,Off-Season,C0334,Gopalganj,Farmer,Cultivator,1,59896,59896,0,0.0,59896.0,Cash,Delivered
S00182,2024-10-28,2024,10,Q4,Rabi Prep,C0267,Siwan,Farmer,Tawa (Plough),1,22460,22460,2,449.2,22010.8,Bank Transfer,Delivered
S00183,2023-07-01,2023,7,Q3,Kharif Prep,C0290,Gopalganj,Farmer,Tawa (Plough),1,28457,28457,2,569.14,27887.86,UPI,Delivered
S00184,2023-09-06,2023,9,Q3,Kharif Peak,C0339,Siwan,Farmer,Cultivator,1,53369,53369,0,0.0,53369.0,Cash,Delivered
S00185,2024-08-29,2024,8,Q3,Kharif Peak,C0113,Patna,Cooperative,Tawa (Plough),1,23895,23895,2,477.9,23417.1,EMI/Finance,Delivered
S00186,2024-12-26,2024,12,Q4,Rabi Peak,C0227,Chapra (Saran),Farmer,Rotavator,1,137277,137277,2,2745.54,134531.46,Bank Transfer,Delivered
S00187,2024-02-23,2024,2,Q1,Off-Season,C0062,West Champaran,Dealer,Threshing Machine,1,64121,64121,0,0.0,64121.0,Bank Transfer,Delivered
S00188,2024-01-22,2024,1,Q1,Rabi Peak,C0101,Madhubani,Cooperative,Rotavator,1,124186,124186,0,0.0,124186.0,UPI,Delivered
S00189,2024-12-09,2024,12,Q4,Rabi Peak,C0026,Gopalganj,Dealer,Harvester,1,469275,469275,0,0.0,469275.0,EMI/Finance,Delivered
S00190,2024-10-15,2024,10,Q4,Rabi Prep,C0298,Bhagalpur,Cooperative,Tawa (Plough),1,21583,21583,2,431.66,21151.34,UPI,Delivered
S00191,2023-02-15,2023,2,Q1,Off-Season,C0063,Darbhanga,Farmer,Zero Till Seed Drill,1,204545,204545,0,0.0,204545.0,Bank Transfer,Pending
S00192,2024-03-16,2024,3,Q1,Off-Season,C0044,Patna,Farmer,Rotavator,1,91462,91462,0,0.0,91462.0,UPI,Delivered
S00193,2024-08-12,2024,8,Q3,Kharif Peak,C0112,Bhagalpur,Farmer,Cultivator,1,59518,59518,5,2975.9,56542.1,UPI,Delivered
S00194,2023-12-20,2023,12,Q4,Rabi Peak,C0298,Bhagalpur,Cooperative,Tawa (Plough),1,33819,33819,0,0.0,33819.0,EMI/Finance,Delivered
S00195,2023-05-26,2023,5,Q2,Off-Season,C0300,Gopalganj,Cooperative,Cultivator,1,57483,57483,0,0.0,57483.0,UPI,Delivered
S00196,2024-03-24,2024,3,Q1,Off-Season,C0192,Muzaffarpur,Dealer,Threshing Machine,1,84651,84651,0,0.0,84651.0,Bank Transfer,Delivered
S00197,2023-12-18,2023,12,Q4,Rabi Peak,C0198,Patna,Dealer,Threshing Machine,2,65771,131542,2,2630.84,128911.16,UPI,Delivered
S00198,2023-12-05,2023,12,Q4,Rabi Peak,C0058,Samastipur,Cooperative,Zero Till Seed Drill,1,180562,180562,0,0.0,180562.0,Cash,Delivered
S00199,2024-03-18,2024,3,Q1,Off-Season,C0052,Gopalganj,Farmer,Cultivator,1,47931,47931,0,0.0,47931.0,Cash,Delivered
S00200,2023-10-13,2023,10,Q4,Rabi Prep,C0049,Muzaffarpur,Farmer,Tawa (Plough),1,44500,44500,2,890.0,43610.0,Bank Transfer,Delivered
S00201,2024-01-10,2024,1,Q1,Rabi Peak,C0253,Muzaffarpur,Dealer,Cultivator,1,64986,64986,2,1299.72,63686.28,UPI,Pending
S00202,2023-11-17,2023,11,Q4,Rabi Prep,C0116,Vaishali,Farmer,Zero Till Seed Drill,1,200125,200125,0,0.0,200125.0,UPI,Delivered
S00203,2023-06-26,2023,6,Q2,Kharif Prep,C0163,Chapra (Saran),Dealer,Tawa (Plough),1,41133,41133,8,3290.64,37842.36,UPI,Delivered
S00204,2023-11-17,2023,11,Q4,Rabi Prep,C0323,Patna,Dealer,Rotavator,1,105013,105013,0,0.0,105013.0,Cash,Delivered
S00205,2024-09-02,2024,9,Q3,Kharif Peak,C0154,Patna,Dealer,Rotavator,1,110146,110146,0,0.0,110146.0,UPI,Delivered
S00206,2023-06-27,2023,6,Q2,Kharif Prep,C0346,Gopalganj,Farmer,Zero Till Seed Drill,1,184178,184178,0,0.0,184178.0,Bank Transfer,Delivered
S00207,2024-01-03,2024,1,Q1,Rabi Peak,C0052,Gopalganj,Farmer,Tawa (Plough),1,33879,33879,5,1693.95,32185.05,EMI/Finance,Delivered
S00208,2024-05-21,2024,5,Q2,Off-Season,C0011,West Champaran,Dealer,Harvester,1,707805,707805,5,35390.25,672414.75,UPI,Delivered
S00209,2023-02-01,2023,2,Q1,Off-Season,C0185,Vaishali,Farmer,Tawa (Plough),1,25226,25226,0,0.0,25226.0,UPI,Delivered
S00210,2024-04-13,2024,4,Q2,Off-Season,C0029,Muzaffarpur,Dealer,Zero Till Seed Drill,1,184921,184921,0,0.0,184921.0,Cash,Delivered
S00212,2023-04-15,2023,4,Q2,Off-Season,C0211,Chapra (Saran),Farmer,Threshing Machine,1,71222,71222,10,7122.2,64099.8,UPI,Delivered
S00213,2023-03-31,2023,3,Q1,Off-Season,C0252,East Champaran,Dealer,Harvester,1,511544,511544,0,0.0,511544.0,Bank Transfer,Delivered
S00214,2023-12-26,2023,12,Q4,Rabi Peak,C0126,Gopalganj,Dealer,Tawa (Plough),1,37997,37997,0,0.0,37997.0,Cash,Delivered
S00215,2023-07-31,2023,7,Q3,Kharif Prep,C0127,Siwan,Farmer,Tawa (Plough),1,36680,36680,0,0.0,36680.0,UPI,Delivered
S00216,2024-12-21,2024,12,Q4,Rabi Peak,C0101,Madhubani,Cooperative,Cultivator,1,72534,72534,5,3626.7,68907.3,EMI/Finance,Delivered
S00217,2023-04-08,2023,4,Q2,Off-Season,C0117,Chapra (Saran),Farmer,Rotavator,1,134158,134158,8,10732.64,123425.36,EMI/Finance,Delivered
S00218,2023-05-10,2023,5,Q2,Off-Season,C0295,Madhubani,Farmer,Threshing Machine,1,63696,63696,2,1273.92,62422.08,Bank Transfer,Delivered
S00219,2024-11-23,2024,11,Q4,Rabi Prep,C0059,Chapra (Saran),Farmer,Cultivator,1,44317,44317,0,0.0,44317.0,UPI,Delivered
S00220,2024-10-10,2024,10,Q4,Rabi Prep,C0007,West Champaran,Farmer,Tawa (Plough),1,43194,43194,0,0.0,43194.0,Cash,Delivered
S00221,2024-01-13,2024,1,Q1,Rabi Peak,C0190,Gopalganj,Dealer,Harvester,1,705875,705875,0,0.0,705875.0,Bank Transfer,Delivered
S00222,2024-04-14,2024,4,Q2,Off-Season,C0167,Gopalganj,Farmer,Threshing Machine,1,78476,78476,5,3923.8,74552.2,UPI,Pending
S00223,2023-08-05,2023,8,Q3,Kharif Peak,C0071,Gopalganj,Farmer,Zero Till Seed Drill,1,162318,162318,0,0.0,162318.0,UPI,Delivered
S00224,2024-05-11,2024,5,Q2,Off-Season,C0204,Bhagalpur,Farmer,Tawa (Plough),1,40365,40365,0,0.0,40365.0,UPI,Delivered
S00225,2023-01-17,2023,1,Q1,Rabi Peak,C0325,Siwan,Cooperative,Rotavator,1,141207,141207,0,0.0,141207.0,EMI/Finance,Delivered
S00226,2024-12-06,2024,12,Q4,Rabi Peak,C0284,Muzaffarpur,Farmer,Tawa (Plough),1,39299,39299,5,1964.95,37334.05,EMI/Finance,Delivered
S00227,2024-01-05,2024,1,Q1,Rabi Peak,C0321,Siwan,Cooperative,Cultivator,1,59369,59369,2,1187.38,58181.62,Cash,Delivered
S00228,2024-12-17,2024,12,Q4,Rabi Peak,C0106,Chapra (Saran),Farmer,Tawa (Plough),1,32065,32065,2,641.3,31423.7,Cash,Delivered
S00229,2023-05-16,2023,5,Q2,Off-Season,C0016,Gopalganj,Farmer,Zero Till Seed Drill,1,188084,188084,0,0.0,188084.0,Bank Transfer,Delivered
S00230,2024-03-08,2024,3,Q1,Off-Season,C0102,Gopalganj,Dealer,Threshing Machine,1,86306,86306,0,0.0,86306.0,Bank Transfer,Delivered
S00231,2023-11-17,2023,11,Q4,Rabi Prep,C0283,Sitamarhi,Farmer,Cultivator,1,54611,54611,5,2730.55,51880.45,Bank Transfer,Delivered
S00232,2024-11-24,2024,11,Q4,Rabi Prep,C0058,Samastipur,Cooperative,Rotavator,1,119767,119767,2,2395.34,117371.66,Cash,Delivered
S00233,2023-08-07,2023,8,Q3,Kharif Peak,C0302,Chapra (Saran),Dealer,Threshing Machine,2,64920,129840,2,2596.8,127243.2,UPI,Delivered
S00234,2023-04-13,2023,4,Q2,Off-Season,C0016,Gopalganj,Farmer,Rotavator,1,93071,93071,0,0.0,93071.0,EMI/Finance,Delivered
S00235,2023-05-24,2023,5,Q2,Off-Season,C0216,Samastipur,Farmer,Cultivator,1,40521,40521,2,810.42,39710.58,Bank Transfer,Delivered
S00236,2024-12-08,2024,12,Q4,Rabi Peak,C0164,Madhubani,Farmer,Rotavator,1,140513,140513,0,0.0,140513.0,UPI,Delivered
S00237,2024-02-06,2024,2,Q1,Off-Season,C0102,Gopalganj,Dealer,Cultivator,1,38576,38576,5,1928.8,36647.2,Cash,Delivered
S00238,2023-09-04,2023,9,Q3,Kharif Peak,C0012,Purnia,Farmer,Zero Till Seed Drill,1,197847,197847,5,9892.35,187954.65,Cash,Delivered
S00239,2023-11-21,2023,11,Q4,Rabi Prep,C0037,Muzaffarpur,Farmer,Rotavator,1,141414,141414,0,0.0,141414.0,UPI,Delivered
S00240,2024-04-27,2024,4,Q2,Off-Season,C0065,Muzaffarpur,Farmer,Tawa (Plough),1,43243,43243,2,864.86,42378.14,Cash,Delivered
S00241,2023-03-03,2023,3,Q1,Off-Season,C0160,Gopalganj,Farmer,Tawa (Plough),1,31040,31040,2,620.8,30419.2,UPI,Delivered
S00242,2024-12-19,2024,12,Q4,Rabi Peak,C0080,Begusarai,Cooperative,Harvester,1,785826,785826,2,15716.52,770109.48,Cash,Delivered
S00243,2024-06-07,2024,6,Q2,Kharif Prep,C0003,Vaishali,Farmer,Tawa (Plough),1,44478,44478,0,0.0,44478.0,UPI,Delivered
S00244,2024-10-27,2024,10,Q4,Rabi Prep,C0023,Chapra (Saran),Farmer,Threshing Machine,1,59332,59332,0,0.0,59332.0,EMI/Finance,Delivered
S00245,2023-09-08,2023,9,Q3,Kharif Peak,C0314,Sitamarhi,Farmer,Rotavator,1,113474,113474,2,2269.48,111204.52,Cash,Delivered
S00246,2024-11-04,2024,11,Q4,Rabi Prep,C0337,Gopalganj,Farmer,Threshing Machine,1,62827,62827,0,0.0,62827.0,Cash,Delivered
S00247,2023-12-22,2023,12,Q4,Rabi Peak,C0078,Samastipur,Farmer,Zero Till Seed Drill,1,214472,214472,0,0.0,214472.0,Bank Transfer,Delivered
S00248,2023-05-01,2023,5,Q2,Off-Season,C0239,Sitamarhi,Dealer,Tawa (Plough),1,18961,18961,0,0.0,18961.0,UPI,Delivered
S00249,2024-08-13,2024,8,Q3,Kharif Peak,C0049,Muzaffarpur,Farmer,Threshing Machine,1,87515,87515,0,0.0,87515.0,UPI,Delivered
S00250,2024-01-12,2024,1,Q1,Rabi Peak,C0062,West Champaran,Dealer,Rotavator,1,135680,135680,2,2713.6,132966.4,Bank Transfer,Delivered
S00251,2024-06-05,2024,6,Q2,Kharif Prep,C0142,Begusarai,Farmer,Rotavator,1,141275,141275,0,0.0,141275.0,UPI,Delivered
S00252,2023-06-03,2023,6,Q2,Kharif Prep,C0308,West Champaran,Cooperative,Rotavator,1,141196,141196,5,7059.8,134136.2,Bank Transfer,Delivered
S00253,2023-08-18,2023,8,Q3,Kharif Peak,C0304,Samastipur,Farmer,Cultivator,2,62279,124558,0,0.0,124558.0,Bank Transfer,Delivered
S00254,2023-05-03,2023,5,Q2,Off-Season,C0220,Samastipur,Cooperative,Zero Till Seed Drill,1,126903,126903,5,6345.15,120557.85,EMI/Finance,Pending
S00255,2023-03-12,2023,3,Q1,Off-Season,C0240,Vaishali,Farmer,Tawa (Plough),1,27250,27250,0,0.0,27250.0,Cash,Delivered
S00256,2024-01-13,2024,1,Q1,Rabi Peak,C0341,Vaishali,Farmer,Rotavator,1,121949,121949,2,2438.98,119510.02,Cash,Delivered
S00257,2024-05-20,2024,5,Q2,Off-Season,C0123,Gopalganj,Farmer,Tawa (Plough),1,43424,43424,8,3473.92,39950.08,Bank Transfer,Delivered
S00258,2023-01-07,2023,1,Q1,Rabi Peak,C0294,Chapra (Saran),Farmer,Tawa (Plough),1,18783,18783,0,0.0,18783.0,Bank Transfer,Delivered
S00259,2023-12-10,2023,12,Q4,Rabi Peak,C0051,Gopalganj,Farmer,Rotavator,1,128077,128077,2,2561.54,125515.46,Cash,Delivered
S00260,2023-09-01,2023,9,Q3,Kharif Peak,C0254,Siwan,Farmer,Harvester,2,481402,962804,0,0.0,962804.0,Cash,Delivered
S00261,2023-08-26,2023,8,Q3,Kharif Peak,C0094,Madhubani,Farmer,Tawa (Plough),1,35031,35031,5,1751.55,33279.45,UPI,Delivered
S00262,2024-08-17,2024,8,Q3,Kharif Peak,C0087,Gopalganj,Dealer,Rotavator,1,93749,93749,0,0.0,93749.0,UPI,Delivered
S00263,2024-11-09,2024,11,Q4,Rabi Prep,C0291,East Champaran,Dealer,Tawa (Plough),1,25758,25758,5,1287.9,24470.1,EMI/Finance,Delivered
S00264,2023-12-01,2023,12,Q4,Rabi Peak,C0232,Muzaffarpur,Farmer,Cultivator,1,52822,52822,8,4225.76,48596.24,Cash,Delivered
S00265,2023-04-22,2023,4,Q2,Off-Season,C0149,Chapra (Saran),Farmer,Rotavator,1,95772,95772,0,0.0,95772.0,Cash,Delivered
S00266,2023-08-01,2023,8,Q3,Kharif Peak,C0244,Gopalganj,Cooperative,Harvester,1,692927,692927,0,0.0,692927.0,Cash,Delivered
S00267,2024-12-22,2024,12,Q4,Rabi Peak,C0114,Darbhanga,Farmer,Threshing Machine,1,57643,57643,5,2882.15,54760.85,Cash,Delivered
S00268,2023-12-31,2023,12,Q4,Rabi Peak,C0102,Gopalganj,Dealer,Cultivator,1,38208,38208,0,0.0,38208.0,EMI/Finance,Delivered
S00269,2024-02-19,2024,2,Q1,Off-Season,C0075,Gopalganj,Dealer,Tawa (Plough),1,36217,36217,0,0.0,36217.0,UPI,Delivered
S00270,2023-05-24,2023,5,Q2,Off-Season,C0184,Siwan,Farmer,Rotavator,1,89041,89041,10,8904.1,80136.9,Cash,Delivered
S00271,2024-01-17,2024,1,Q1,Rabi Peak,C0306,Gopalganj,Dealer,Threshing Machine,1,60507,60507,0,0.0,60507.0,Bank Transfer,Delivered
S00272,2023-03-08,2023,3,Q1,Off-Season,C0114,Darbhanga,Farmer,Rotavator,1,127335,127335,0,0.0,127335.0,EMI/Finance,Delivered
S00273,2023-12-06,2023,12,Q4,Rabi Peak,C0187,Sitamarhi,Farmer,Rotavator,1,115211,115211,8,9216.88,105994.12,UPI,Delivered
S00274,2024-05-23,2024,5,Q2,Off-Season,C0075,Gopalganj,Dealer,Rotavator,1,129775,129775,0,0.0,129775.0,EMI/Finance,Delivered
S00275,2024-04-01,2024,4,Q2,Off-Season,C0063,Darbhanga,Farmer,Tawa (Plough),1,19135,19135,2,382.7,18752.3,UPI,Delivered
S00276,2024-07-17,2024,7,Q3,Kharif Prep,C0331,Muzaffarpur,Farmer,Harvester,1,495991,495991,0,0.0,495991.0,Cash,Delivered
S00277,2024-06-22,2024,6,Q2,Kharif Prep,C0293,Gopalganj,Dealer,Cultivator,1,70629,70629,10,7062.9,63566.1,Bank Transfer,Delivered
S00278,2024-07-11,2024,7,Q3,Kharif Prep,C0323,Patna,Dealer,Tawa (Plough),2,29273,58546,0,0.0,58546.0,UPI,Delivered
S00280,2024-06-26,2024,6,Q2,Kharif Prep,C0099,Gopalganj,Farmer,Cultivator,3,73272,219816,10,21981.6,197834.4,Cash,Delivered
S00281,2023-09-30,2023,9,Q3,Kharif Peak,C0054,Patna,Dealer,Zero Till Seed Drill,1,216607,216607,10,21660.7,194946.3,Cash,Delivered
S00282,2024-02-02,2024,2,Q1,Off-Season,C0025,Vaishali,Farmer,Cultivator,1,46384,46384,2,927.68,45456.32,Bank Transfer,Delivered
S00283,2024-08-28,2024,8,Q3,Kharif Peak,C0095,Gopalganj,Farmer,Rotavator,1,130911,130911,2,2618.22,128292.78,Cash,Pending
S00284,2024-05-19,2024,5,Q2,Off-Season,C0197,Gopalganj,Farmer,Zero Till Seed Drill,1,143010,143010,0,0.0,143010.0,Cash,Delivered
S00285,2024-06-23,2024,6,Q2,Kharif Prep,C0219,Samastipur,Farmer,Harvester,2,623924,1247848,0,0.0,1247848.0,Cash,Delivered
S00286,2023-11-28,2023,11,Q4,Rabi Prep,C0034,Siwan,Farmer,Rotavator,1,94680,94680,8,7574.4,87105.6,Bank Transfer,Delivered
S00287,2024-01-09,2024,1,Q1,Rabi Peak,C0052,Gopalganj,Farmer,Tawa (Plough),1,30241,30241,2,604.82,29636.18,UPI,Delivered
S00288,2023-11-27,2023,11,Q4,Rabi Prep,C0102,Gopalganj,Dealer,Rotavator,1,95322,95322,0,0.0,95322.0,UPI,Delivered
S00289,2023-11-21,2023,11,Q4,Rabi Prep,C0294,Chapra (Saran),Farmer,Rotavator,1,121829,121829,8,9746.32,112082.68,Bank Transfer,Delivered
S00290,2024-08-26,2024,8,Q3,Kharif Peak,C0262,Muzaffarpur,Farmer,Tawa (Plough),1,30398,30398,2,607.96,29790.04,Cash,Delivered
S00291,2024-12-19,2024,12,Q4,Rabi Peak,C0184,Siwan,Farmer,Tawa (Plough),1,30831,30831,5,1541.55,29289.45,UPI,Delivered
S00292,2023-11-22,2023,11,Q4,Rabi Prep,C0038,Sitamarhi,Farmer,Tawa (Plough),1,38033,38033,2,760.66,37272.34,EMI/Finance,Delivered
S00293,2023-03-21,2023,3,Q1,Off-Season,C0089,Siwan,Farmer,Cultivator,1,55939,55939,5,2796.95,53142.05,Cash,Delivered
S00294,2024-10-16,2024,10,Q4,Rabi Prep,C0080,Begusarai,Cooperative,Threshing Machine,1,77003,77003,0,0.0,77003.0,Cash,Delivered
S00295,2023-09-20,2023,9,Q3,Kharif Peak,C0346,Gopalganj,Farmer,Tawa (Plough),1,41606,41606,0,0.0,41606.0,Bank Transfer,Pending
S00296,2024-02-28,2024,2,Q1,Off-Season,C0102,Gopalganj,Dealer,Zero Till Seed Drill,1,169638,169638,0,0.0,169638.0,Bank Transfer,Delivered
S00297,2024-08-14,2024,8,Q3,Kharif Peak,C0167,Gopalganj,Farmer,Threshing Machine,1,69783,69783,0,0.0,69783.0,Bank Transfer,Delivered
S00298,2023-11-23,2023,11,Q4,Rabi Prep,C0094,Madhubani,Farmer,Cultivator,1,41863,41863,0,0.0,41863.0,UPI,Delivered
S00299,2024-07-14,2024,7,Q3,Kharif Prep,C0059,Chapra (Saran),Farmer,Tawa (Plough),1,21050,21050,10,2105.0,18945.0,EMI/Finance,Delivered
S00300,2024-03-17,2024,3,Q1,Off-Season,C0048,Araria,Farmer,Tawa (Plough),1,23406,23406,0,0.0,23406.0,Cash,Delivered
S00301,2023-07-14,2023,7,Q3,Kharif Prep,C0116,Vaishali,Farmer,Harvester,1,740514,740514,2,14810.28,725703.72,Cash,Delivered
S00302,2023-09-01,2023,9,Q3,Kharif Peak,C0164,Madhubani,Farmer,Rotavator,1,110749,110749,5,5537.45,105211.55,Cash,Delivered
S00303,2024-03-13,2024,3,Q1,Off-Season,C0199,Gopalganj,Farmer,Rotavator,1,138994,138994,2,2779.88,136214.12,Cash,Delivered
S00304,2023-06-24,2023,6,Q2,Kharif Prep,C0043,Gopalganj,Farmer,Threshing Machine,1,60369,60369,0,0.0,60369.0,Bank Transfer,Delivered
S00305,2024-11-07,2024,11,Q4,Rabi Prep,C0034,Siwan,Farmer,Cultivator,1,70659,70659,0,0.0,70659.0,UPI,Delivered
S00306,2023-02-15,2023,2,Q1,Off-Season,C0242,Chapra (Saran),Farmer,Cultivator,1,65478,65478,5,3273.9,62204.1,UPI,Delivered
S00307,2024-12-14,2024,12,Q4,Rabi Peak,C0333,Samastipur,Farmer,Threshing Machine,1,60616,60616,5,3030.8,57585.2,UPI,Delivered
S00308,2023-08-21,2023,8,Q3,Kharif Peak,C0015,East Champaran,Cooperative,Zero Till Seed Drill,1,170738,170738,0,0.0,170738.0,UPI,Delivered
S00309,2024-05-01,2024,5,Q2,Off-Season,C0028,Chapra (Saran),Cooperative,Zero Till Seed Drill,1,150886,150886,0,0.0,150886.0,EMI/Finance,Delivered
S00310,2024-05-29,2024,5,Q2,Off-Season,C0186,Darbhanga,Farmer,Zero Till Seed Drill,1,187740,187740,2,3754.8,183985.2,UPI,Delivered
S00311,2024-04-04,2024,4,Q2,Off-Season,C0250,Muzaffarpur,Farmer,Rotavator,2,95955,191910,5,9595.5,182314.5,Cash,Delivered
S00312,2024-11-30,2024,11,Q4,Rabi Prep,C0069,Samastipur,Farmer,Harvester,1,778847,778847,2,15576.94,763270.06,Cash,Delivered
S00313,2023-03-10,2023,3,Q1,Off-Season,C0114,Darbhanga,Farmer,Rotavator,1,121461,121461,0,0.0,121461.0,Cash,Delivered
S00314,2023-01-13,2023,1,Q1,Rabi Peak,C0144,Sitamarhi,Farmer,Tawa (Plough),1,38416,38416,5,1920.8,36495.2,Cash,Delivered
S00315,2024-08-03,2024,8,Q3,Kharif Peak,C0258,Patna,Farmer,Zero Till Seed Drill,2,219402,438804,0,0.0,438804.0,Cash,Delivered
S00316,2023-10-20,2023,10,Q4,Rabi Prep,C0217,Gopalganj,Farmer,Tawa (Plough),1,29267,29267,0,0.0,29267.0,Bank Transfer,Delivered
S00317,2024-04-29,2024,4,Q2,Off-Season,C0026,Gopalganj,Dealer,Rotavator,1,103049,103049,2,2060.98,100988.02,Bank Transfer,Delivered
S00318,2024-02-10,2024,2,Q1,Off-Season,C0321,Siwan,Cooperative,Tawa (Plough),1,28862,28862,0,0.0,28862.0,UPI,Delivered
S00319,2024-01-17,2024,1,Q1,Rabi Peak,C0344,Chapra (Saran),Farmer,Rotavator,1,138568,138568,0,0.0,138568.0,Bank Transfer,Delivered
S00320,2024-12-02,2024,12,Q4,Rabi Peak,C0330,Madhubani,Farmer,Rotavator,1,141944,141944,0,0.0,141944.0,Bank Transfer,Delivered
S00321,2023-11-25,2023,11,Q4,Rabi Prep,C0117,Chapra (Saran),Farmer,Cultivator,1,62313,62313,0,0.0,62313.0,UPI,Delivered
S00322,2024-02-21,2024,2,Q1,Off-Season,C0331,Muzaffarpur,Farmer,Threshing Machine,1,88849,88849,5,4442.45,84406.55,UPI,Delivered
S00323,2023-11-15,2023,11,Q4,Rabi Prep,C0001,Darbhanga,Farmer,Threshing Machine,1,81436,81436,5,4071.8,77364.2,EMI/Finance,Delivered
S00324,2023-07-17,2023,7,Q3,Kharif Prep,C0030,Darbhanga,Dealer,Tawa (Plough),1,24577,24577,0,0.0,24577.0,UPI,Delivered
S00325,2024-12-22,2024,12,Q4,Rabi Peak,C0201,Sitamarhi,Farmer,Rotavator,1,109140,109140,0,0.0,109140.0,UPI,Delivered
S00326,2023-02-01,2023,2,Q1,Off-Season,C0114,Darbhanga,Farmer,Cultivator,1,67033,67033,0,0.0,67033.0,EMI/Finance,Delivered
S00327,2023-12-25,2023,12,Q4,Rabi Peak,C0111,Muzaffarpur,Farmer,Cultivator,1,51951,51951,2,1039.02,50911.98,Cash,Delivered
S00328,2023-06-16,2023,6,Q2,Kharif Prep,C0011,West Champaran,Dealer,Tawa (Plough),2,43553,87106,5,4355.3,82750.7,UPI,Delivered
S00329,2023-10-03,2023,10,Q4,Rabi Prep,C0316,Sitamarhi,Farmer,Threshing Machine,1,88638,88638,5,4431.9,84206.1,Bank Transfer,Delivered
S00330,2023-05-16,2023,5,Q2,Off-Season,C0188,West Champaran,Farmer,Threshing Machine,1,94396,94396,0,0.0,94396.0,UPI,Pending
S00331,2024-12-30,2024,12,Q4,Rabi Peak,C0074,Darbhanga,Farmer,Tawa (Plough),1,39061,39061,5,1953.05,37107.95,EMI/Finance,Delivered
S00332,2023-08-12,2023,8,Q3,Kharif Peak,C0030,Darbhanga,Dealer,Harvester,1,805045,805045,2,16100.9,788944.1,UPI,Delivered
S00333,2024-11-09,2024,11,Q4,Rabi Prep,C0198,Patna,Dealer,Tawa (Plough),1,30262,30262,2,605.24,29656.76,Cash,Delivered
S00334,2024-05-08,2024,5,Q2,Off-Season,C0323,Patna,Dealer,Rotavator,1,103119,103119,5,5155.95,97963.05,Cash,Delivered
S00335,2024-10-29,2024,10,Q4,Rabi Prep,C0145,Muzaffarpur,Farmer,Cultivator,1,44825,44825,0,0.0,44825.0,Cash,Delivered
S00337,2023-09-23,2023,9,Q3,Kharif Peak,C0276,Gopalganj,Farmer,Tawa (Plough),1,31257,31257,0,0.0,31257.0,Bank Transfer,Delivered
S00338,2023-07-14,2023,7,Q3,Kharif Prep,C0348,Purnia,Farmer,Cultivator,1,49572,49572,2,991.44,48580.56,UPI,Pending
S00339,2024-01-03,2024,1,Q1,Rabi Peak,C0338,Madhubani,Farmer,Zero Till Seed Drill,1,142280,142280,5,7114.0,135166.0,Cash,Delivered
S00340,2023-05-12,2023,5,Q2,Off-Season,C0101,Madhubani,Cooperative,Threshing Machine,1,91636,91636,0,0.0,91636.0,Bank Transfer,Delivered
S00341,2023-04-02,2023,4,Q2,Off-Season,C0075,Gopalganj,Dealer,Cultivator,1,49636,49636,0,0.0,49636.0,Bank Transfer,Delivered
S00342,2023-09-24,2023,9,Q3,Kharif Peak,C0162,East Champaran,Farmer,Zero Till Seed Drill,1,180786,180786,0,0.0,180786.0,EMI/Finance,Delivered
S00343,2024-09-27,2024,9,Q3,Kharif Peak,C0202,Siwan,Farmer,Rotavator,1,143289,143289,0,0.0,143289.0,Bank Transfer,Delivered
S00345,2024-04-13,2024,4,Q2,Off-Season,C0037,Muzaffarpur,Farmer,Rotavator,1,141517,141517,5,7075.85,134441.15,UPI,Delivered
S00346,2023-07-01,2023,7,Q3,Kharif Prep,C0196,Samastipur,Farmer,Cultivator,1,38801,38801,0,0.0,38801.0,Bank Transfer,Delivered
S00347,2023-06-12,2023,6,Q2,Kharif Prep,C0104,Bhagalpur,Dealer,Zero Till Seed Drill,1,131539,131539,0,0.0,131539.0,UPI,Delivered
S00348,2024-05-03,2024,5,Q2,Off-Season,C0118,Samastipur,Cooperative,Cultivator,1,37472,37472,2,749.44,36722.56,EMI/Finance,Delivered
S00349,2024-06-27,2024,6,Q2,Kharif Prep,C0095,Gopalganj,Farmer,Rotavator,1,129351,129351,2,2587.02,126763.98,Cash,Delivered
S00350,2023-11-16,2023,11,Q4,Rabi Prep,C0285,Patna,Cooperative,Rotavator,1,110136,110136,0,0.0,110136.0,Cash,Delivered
S00352,2023-12-17,2023,12,Q4,Rabi Peak,C0302,Chapra (Saran),Dealer,Tawa (Plough),1,34062,34062,0,0.0,34062.0,EMI/Finance,Delivered
S00353,2024-02-18,2024,2,Q1,Off-Season,C0171,West Champaran,Cooperative,Rotavator,1,99701,99701,0,0.0,99701.0,Bank Transfer,Delivered
S00354,2023-06-23,2023,6,Q2,Kharif Prep,C0204,Bhagalpur,Farmer,Rotavator,1,131603,131603,0,0.0,131603.0,EMI/Finance,Delivered
